ID,Lapse1,Lapse0,Lapse,NumOfReinstated,NumOfClaims,NumOfEmails,NumOfCalls,DaysOfInforce,PO_Age,PO_Sex,PO_Married,Occupation,PO_Occupation0,PO_Email,PO_Phone,INS_Age,INS_Sex,SumInsured ,Premium,PremiumG,CoveragePeriod,Products,NumOfRidders,PaymentTerm,DistributionChannel,Agent,AgentYearSVR,AgentVisitPO,AgentCallPO
481,0,0,0,0,0,1,1,,58,male,1,3,3,,1,63,male,,"15,555.19",2,3,,,2,2,,3,,
482,0,0,0,1,0,1,3,,35,female,1,2,2,,0,49,male,,"9,304.70",1,2,,,4,1,,1,,
483,0,0,0,0,1,1,1,,42,female,0,3,3,,1,18,female,,"1,622.19",1,3,,,1,2,,2,,
484,1,1,1,0,0,1,2,,40,female,0,3,3,,1,51,female,,"9,880.07",1,3,,,2,5,,1,,
485,0,0,0,3,0,2,5,,52,female,1,2,2,,1,48,male,,"9,563.03",1,3,,,3,2,,1,,
486,0,0,0,1,0,1,3,,51,female,1,2,2,,0,31,female,,"4,347.02",1,2,,,2,1,,1,,
487,0,0,0,4,2,3,4,,50,male,1,2,2,,1,54,female,,"12,475.35",2,1,,,1,1,,1,,
488,1,1,1,0,4,1,4,,35,male,0,4,4,,1,19,male,,"1,253.94",1,1,,,2,2,,3,,
489,1,0,1,2,2,1,3,,44,female,0,1,3,,0,44,female,,"48,885.14",4,2,,,4,4,,1,,
490,0,0,0,1,0,1,3,,47,male,1,3,3,,1,53,male,,"10,461.98",2,3,,,2,2,,2,,
491,1,1,1,2,2,1,1,,53,male,1,3,3,,1,19,female,,"1,748.77",1,3,,,4,1,,3,,
492,1,1,1,0,1,0,1,,53,male,0,2,2,,0,61,female,,"24,513.09",3,3,,,1,2,,3,,
493,0,0,0,0,0,1,0,,44,male,1,3,3,,1,18,female,,"2,196.47",1,3,,,4,2,,1,,
494,0,0,0,0,0,0,1,,52,female,1,1,1,,1,61,male,,"12,574.05",2,2,,,2,1,,1,,
495,1,0,1,0,0,1,1,,46,female,1,3,3,,1,21,male,,"17,942.11",2,2,,,1,1,,1,,
496,0,0,0,0,0,0,1,,47,female,1,4,4,,1,20,male,,"1,967.02",1,2,,,1,2,,3,,
497,0,0,0,3,0,4,2,,48,male,1,3,3,,1,31,female,,"4,931.65",1,3,,,3,4,,3,,
498,1,1,1,2,1,1,0,,59,male,0,3,3,,0,45,male,,"8,027.97",1,1,,,4,2,,1,,
499,0,0,0,0,1,1,0,,35,male,1,4,4,,1,44,female,,"8,211.10",1,1,,,4,2,,2,,
500,0,0,0,0,0,1,3,,45,female,0,4,4,,1,62,female,,"13,470.86",2,2,,,4,3,,2,,
501,1,0,1,1,0,1,0,,53,male,0,3,3,,1,29,male,,"36,197.70",4,2,,,1,1,,1,,
502,0,0,0,2,0,2,3,,57,male,0,3,3,,1,43,male,,"6,837.37",1,3,,,3,1,,2,,
503,1,1,1,0,0,1,0,,28,male,1,3,3,,1,51,male,,"22,218.11",3,3,,,1,2,,2,,
504,1,0,1,0,0,1,1,,48,male,1,2,2,,1,19,male,,"32,548.34",4,2,,,1,3,,2,,
505,1,1,1,0,0,1,0,,39,female,0,3,1,,1,38,female,,"5,974.38",1,2,,,4,3,,1,,
506,0,0,0,0,0,0,0,,41,female,0,2,2,,0,37,male,,"6,796.86",1,3,,,4,1,,2,,
507,0,0,0,0,2,1,3,,48,male,1,3,3,,0,22,male,,"2,643.27",1,3,,,1,1,,2,,
508,0,0,0,0,0,1,1,,50,male,1,3,3,,1,21,male,,"3,077.10",1,3,,,1,2,,2,,
509,0,0,0,0,1,2,1,,32,female,0,3,3,,0,24,female,,"3,044.21",1,3,,,1,1,,2,,
510,0,0,0,0,0,1,0,,29,female,1,3,3,,1,57,female,,"11,455.28",2,2,,,3,2,,3,,
511,1,1,1,0,1,0,1,,41,male,1,2,2,,1,41,male,,"11,763.00",2,2,,,4,1,,1,,
512,0,0,0,2,0,1,3,,57,male,1,3,3,,1,27,male,,"2,498.41",1,2,,,2,1,,2,,
513,1,1,1,1,0,1,0,,49,male,0,3,1,,1,51,male,,"9,361.33",1,2,,,3,3,,2,,
514,0,0,0,0,1,1,1,,58,female,0,4,4,,1,19,male,,"1,256.30",1,2,,,2,1,,2,,
515,1,0,1,3,0,1,1,,52,male,1,2,2,,0,39,male,,"21,082.16",3,3,,,2,4,,1,,
516,0,0,0,0,0,1,0,,32,male,1,2,2,,0,58,male,,"11,362.76",2,1,,,2,1,,1,,
517,1,1,1,3,1,2,1,,55,female,1,1,1,,1,20,male,,"27,724.29",3,3,,,1,1,,1,,
518,0,0,0,0,0,0,1,,41,female,1,1,1,,0,45,male,,"8,413.46",1,1,,,3,1,,1,,
519,0,0,0,0,0,1,0,,30,female,1,3,3,,1,35,female,,"5,240.77",1,3,,,4,1,,2,,
520,0,0,0,2,0,3,1,,30,female,1,3,3,,1,31,male,,"3,857.76",1,2,,,2,2,,1,,
521,0,0,0,0,0,1,0,,38,male,1,2,2,,1,50,female,,"25,656.58",3,2,,,2,1,,1,,
522,1,1,1,0,0,1,1,,53,male,0,2,2,,1,32,female,,"3,994.18",1,2,,,2,2,,2,,
523,0,0,0,0,0,1,1,,44,male,1,3,3,,0,51,female,,"9,866.30",1,2,,,4,2,,1,,
524,1,1,1,2,0,1,1,,51,male,0,3,3,,0,38,female,,"5,397.62",1,2,,,2,3,,2,,
525,1,0,1,0,0,1,0,,35,male,0,1,3,,1,42,male,,"38,245.59",4,2,,,1,4,,3,,
526,0,0,0,2,1,1,1,,57,male,1,2,4,,1,18,female,,"11,482.63",2,2,,,4,2,,2,,
527,1,1,1,0,0,1,0,,39,female,1,2,2,,0,39,female,,"24,059.68",3,3,,,1,1,,1,,
528,0,0,0,0,0,0,1,,54,male,0,1,1,,1,51,female,,"9,861.03",1,2,,,1,1,,1,,
529,0,0,0,2,0,3,1,,54,male,0,2,2,,1,46,male,,"8,342.91",1,2,,,2,1,,3,,
530,1,1,1,3,0,1,0,,33,male,0,3,2,,0,18,male,,"1,708.00",1,3,,,2,1,,1,,
531,1,0,1,3,0,2,3,,28,female,1,2,4,,1,57,male,,"48,675.52",4,2,,,3,2,,2,,
532,0,0,0,1,0,1,1,,44,female,0,2,2,,1,62,female,,"14,043.48",2,1,,,4,3,,1,,
533,1,1,1,1,0,1,0,,44,male,1,1,1,,0,59,male,,"12,925.89",2,3,,,4,1,,2,,
534,0,0,0,0,0,1,1,,53,male,0,2,1,,1,37,male,,"19,214.71",2,3,,,1,1,,1,,
535,0,0,0,1,2,2,3,,41,male,0,2,1,,1,64,male,,"13,831.12",2,3,,,3,2,,1,,
536,0,0,0,0,0,1,1,,45,male,0,2,2,,1,38,male,,"6,067.13",1,1,,,2,3,,1,,
537,0,0,0,0,2,1,1,,47,male,1,3,3,,1,33,female,,"5,972.38",1,2,,,2,2,,2,,
538,0,0,0,1,0,1,0,,33,male,1,2,2,,0,46,female,,"8,825.09",1,3,,,2,5,,2,,
539,0,0,0,0,0,1,1,,54,male,1,2,2,,1,46,female,,"8,233.10",1,3,,,4,1,,2,,
540,0,0,0,0,0,1,0,,40,female,0,1,1,,0,53,male,,"27,346.04",3,1,,,4,1,,1,,
541,0,0,0,0,0,1,1,,56,male,1,3,3,,1,34,female,,"6,196.45",1,2,,,2,3,,1,,
542,0,0,0,0,0,1,0,,49,male,1,3,3,,1,20,female,,"3,056.39",1,3,,,4,5,,2,,
543,0,0,0,1,0,1,2,,53,male,0,2,2,,1,63,female,,"13,887.20",2,1,,,3,1,,3,,
544,1,0,1,2,0,2,1,,38,male,1,4,4,,1,54,female,,"63,770.43",4,3,,,2,1,,1,,
545,0,0,0,0,2,0,2,,51,female,1,1,1,,0,54,male,,"10,231.50",2,2,,,2,4,,2,,
546,1,1,1,0,1,1,1,,42,female,0,1,1,,1,49,male,,"23,807.24",3,2,,,4,2,,2,,
547,0,0,0,1,0,2,1,,48,female,1,3,3,,0,28,male,,"3,268.85",1,3,,,3,4,,2,,
548,0,0,0,0,0,1,0,,53,female,0,2,2,,0,54,female,,"11,538.42",2,2,,,3,2,,2,,
549,0,0,0,1,0,1,2,,41,male,1,4,4,,0,25,female,,"3,213.62",1,2,,,2,4,,1,,
550,1,0,1,0,0,1,1,,42,female,0,1,4,,1,43,female,,"45,863.21",4,2,,,2,2,,3,,
551,0,0,0,0,0,1,1,,39,female,1,2,2,,1,63,male,,"13,390.56",2,1,,,1,2,,1,,
552,0,0,0,1,0,1,3,,40,female,1,3,3,,0,32,female,,"3,972.92",1,3,,,2,3,,2,,
553,0,0,0,0,0,0,1,,51,female,0,3,3,,1,62,male,,"12,957.12",2,1,,,4,3,,2,,
554,0,0,0,0,0,1,0,,30,male,1,2,2,,1,52,female,,"11,187.66",2,2,,,2,1,,3,,
555,1,1,1,0,3,0,1,,57,female,0,3,3,,0,25,female,,"17,878.90",2,2,,,3,1,,2,,
556,0,0,0,0,0,1,0,,56,male,1,1,1,,1,28,male,,"3,847.67",1,3,,,4,2,,2,,
557,0,0,0,1,0,1,2,,53,female,0,3,3,,1,46,male,,"8,334.59",1,2,,,3,1,,2,,
558,1,1,1,3,1,0,2,,29,female,1,3,3,,0,34,male,,"3,935.18",1,2,,,2,2,,2,,
559,1,0,1,1,0,1,1,,54,male,1,1,3,,1,35,female,,"39,983.43",4,2,,,1,2,,1,,
560,0,0,0,0,1,0,0,,30,female,0,2,2,,0,19,male,,"1,646.43",1,2,,,2,1,,3,,
561,1,1,1,1,0,1,1,,34,male,1,2,1,,1,46,female,,"9,193.84",1,2,,,3,4,,2,,
562,0,0,0,2,1,1,0,,41,female,1,2,2,,1,54,female,,"10,923.93",2,1,,,2,2,,1,,
563,0,0,0,1,0,0,0,,55,male,1,1,1,,1,27,male,,"2,494.02",1,2,,,2,1,,1,,
564,1,1,1,0,0,1,0,,39,female,1,2,2,,1,50,male,,"9,058.73",1,2,,,2,1,,3,,
565,1,1,1,0,0,2,0,,37,male,1,3,3,,1,18,female,,"2,801.26",1,2,,,3,4,,1,,
566,0,0,0,4,0,4,2,,59,male,0,2,2,,1,19,female,,"2,128.43",1,1,,,2,2,,1,,
567,0,0,0,0,2,1,2,,54,female,0,4,4,,1,38,female,,"6,373.56",1,1,,,2,1,,2,,
568,0,0,0,0,0,1,1,,52,female,1,2,2,,1,41,male,,"7,256.72",1,2,,,1,1,,2,,
569,0,0,0,0,3,0,4,,51,male,0,2,2,,1,49,female,,"11,552.90",2,2,,,2,1,,2,,
570,1,1,1,0,0,0,1,,36,male,0,1,3,,1,48,male,,"45,702.02",4,3,,,3,3,,3,,
571,0,0,0,1,3,1,4,,49,male,0,4,4,,1,31,female,,"3,761.29",1,2,,,1,1,,3,,
572,0,0,0,0,0,1,1,,49,male,0,2,2,,1,18,female,,"2,219.45",1,2,,,3,5,,1,,
573,0,0,0,2,0,2,1,,40,female,1,2,2,,0,30,female,,"4,753.64",1,2,,,2,2,,1,,
574,0,0,0,0,0,0,0,,29,male,1,2,2,,0,62,female,,"31,620.00",4,2,,,4,2,,1,,
575,0,0,0,4,1,3,4,,47,male,0,3,3,,0,57,female,,"13,224.06",2,1,,,1,1,,1,,
576,1,1,1,0,2,1,1,,48,female,1,2,2,,1,58,female,,"12,222.90",2,3,,,1,1,,1,,
577,0,0,0,0,2,2,3,,32,male,1,2,2,,1,22,male,,"1,665.00",1,3,,,1,1,,3,,
578,1,0,1,1,0,2,2,,55,male,1,2,2,,0,31,female,,"58,571.07",4,2,,,2,3,,1,,
579,0,0,0,2,0,1,3,,30,female,1,3,1,,0,52,male,,"9,724.53",1,3,,,3,1,,3,,
580,0,0,0,3,1,2,3,,36,male,1,3,2,,1,25,female,,"3,206.49",1,1,,,3,1,,1,,
581,0,0,0,1,0,2,3,,31,female,1,2,1,,1,59,male,,"12,913.99",2,2,,,3,1,,1,,
582,0,0,0,0,2,2,4,,44,male,0,2,2,,1,19,male,,"1,639.56",1,1,,,2,4,,2,,
583,0,0,0,0,2,2,3,,41,female,1,2,2,,1,39,male,,"6,356.27",1,1,,,2,3,,2,,
584,0,0,0,0,0,1,1,,35,female,1,3,3,,1,32,female,,"17,626.24",2,2,,,4,3,,2,,
585,1,1,1,0,1,0,1,,37,male,1,3,3,,1,19,male,,"1,242.82",1,3,,,1,2,,2,,
586,0,0,0,0,0,1,2,,52,female,1,3,3,,0,33,female,,"4,779.60",1,2,,,4,1,,1,,
587,0,0,0,3,2,1,1,,54,male,0,4,3,,1,21,male,,"3,861.21",1,2,,,3,2,,1,,
588,1,1,1,4,1,2,2,,46,female,0,2,2,,0,34,female,,"43,943.88",4,2,,,1,4,,2,,
589,0,0,0,0,0,2,0,,30,female,0,3,3,,1,61,female,,"13,635.64",2,2,,,3,4,,1,,
590,0,0,0,0,0,1,1,,39,male,1,2,2,,0,38,female,,"5,976.83",1,1,,,3,2,,3,,
591,0,0,0,0,0,1,0,,52,male,1,3,3,,1,58,female,,"11,842.44",2,1,,,2,2,,1,,
592,0,0,0,0,0,1,1,,40,female,1,2,2,,1,47,male,,"8,428.07",1,3,,,2,1,,1,,
593,0,0,0,0,0,1,0,,56,female,1,1,1,,0,20,male,,"2,566.47",1,3,,,2,2,,3,,
594,1,1,1,3,0,1,1,,57,female,0,3,3,,1,21,female,,"15,359.10",2,2,,,2,5,,3,,
595,0,0,0,4,0,3,3,,35,male,1,2,2,,0,41,male,,"5,709.16",1,2,,,1,1,,2,,
596,0,0,0,0,0,1,0,,30,female,1,3,3,,1,46,female,,"8,823.99",1,1,,,4,1,,3,,
597,0,0,0,4,2,2,4,,30,male,1,2,2,,1,42,female,,"7,640.31",1,3,,,1,4,,3,,
598,0,0,0,0,0,1,0,,58,male,1,3,3,,0,34,female,,"5,594.85",1,3,,,4,1,,2,,
599,1,1,1,5,0,1,1,,39,female,1,1,1,,0,43,male,,"7,441.50",1,2,,,1,2,,1,,
600,0,0,0,0,0,1,1,,43,female,1,1,1,,1,52,female,,"33,471.97",4,2,,,3,3,,2,,
601,1,1,1,0,0,1,1,,52,female,0,1,1,,1,18,female,,"1,633.04",1,2,,,3,1,,1,,
602,0,0,0,0,0,1,0,,52,male,1,3,2,,0,51,male,,"9,174.14",1,2,,,4,2,,2,,
603,0,0,0,2,3,3,3,,41,female,0,3,3,,1,56,female,,"11,070.54",2,2,,,3,4,,2,,
604,0,0,0,0,0,1,1,,47,female,0,3,3,,1,64,female,,"16,085.13",2,2,,,2,2,,3,,
605,1,0,1,0,0,0,0,,39,male,1,2,2,,0,19,female,,"17,468.98",2,3,,,2,1,,3,,
606,0,0,0,0,0,0,0,,41,male,1,3,1,,1,51,female,,"9,283.56",1,2,,,2,3,,1,,
607,0,0,0,0,1,1,1,,30,male,0,3,1,,1,27,female,,"3,558.62",1,3,,,3,1,,3,,
608,1,0,1,0,2,2,3,,36,female,1,2,3,,1,59,female,,"25,678.78",3,2,,,4,2,,2,,
609,0,0,0,0,4,2,4,,37,female,0,3,3,,0,28,male,,"4,435.09",1,3,,,1,1,,1,,
610,1,0,1,1,3,2,3,,31,female,1,2,4,,0,30,male,,"39,241.44",4,2,,,2,2,,3,,
611,0,0,0,0,0,3,0,,55,male,0,2,1,,1,47,female,,"8,547.69",1,3,,,2,2,,1,,
612,0,0,0,0,0,3,1,,54,female,1,2,2,,1,38,female,,"6,571.54",1,1,,,3,5,,1,,
613,0,0,0,0,2,1,1,,43,male,1,4,4,,1,18,female,,"2,207.70",1,3,,,4,2,,2,,
614,0,0,0,0,0,0,0,,51,male,0,3,3,,1,34,female,,"6,753.04",1,3,,,3,1,,3,,
615,1,1,1,0,2,0,0,,33,male,1,3,3,,1,20,female,,"1,880.07",1,3,,,1,2,,3,,
616,1,1,1,0,0,1,0,,38,male,1,2,2,,0,38,female,,"11,654.18",2,2,,,4,2,,3,,
617,0,0,0,0,2,2,1,,56,female,1,4,4,,1,56,female,,"11,658.12",2,3,,,2,5,,1,,
618,1,0,1,0,0,1,0,,58,female,1,2,2,,1,49,male,,"23,306.55",3,2,,,1,3,,2,,
619,1,0,1,1,2,3,3,,36,female,1,3,3,,1,19,female,,"34,439.86",4,2,,,4,1,,2,,
620,0,0,0,1,0,1,3,,46,female,0,1,1,,1,55,female,,"10,713.64",2,3,,,4,4,,1,,
621,0,0,0,0,0,1,2,,53,male,0,3,3,,1,30,male,,"3,659.35",1,1,,,2,4,,1,,
622,1,1,1,1,0,0,1,,36,female,0,2,2,,1,37,male,,"40,182.25",4,3,,,3,4,,3,,
623,0,0,0,3,2,4,4,,34,male,0,2,2,,1,49,female,,"9,182.17",1,3,,,2,1,,3,,
624,1,1,1,1,0,1,0,,56,male,0,4,4,,1,18,male,,"34,617.84",4,3,,,4,2,,3,,
625,0,0,0,0,0,1,0,,29,male,1,4,4,,1,59,male,,"12,129.61",2,3,,,2,2,,1,,
626,0,0,0,0,3,2,2,,29,female,0,3,3,,1,29,female,,"3,736.46",1,2,,,4,3,,3,,
627,0,0,0,0,0,1,0,,31,female,1,1,1,,1,36,male,,"6,748.59",1,2,,,1,1,,1,,
628,0,0,0,0,0,0,1,,33,male,0,3,3,,0,33,male,,"11,326.71",2,2,,,4,2,,2,,
629,0,0,0,2,1,1,5,,49,male,1,4,4,,0,58,male,,"11,365.95",2,2,,,4,2,,1,,
630,1,1,1,4,0,1,1,,50,male,1,1,1,,1,44,female,,"42,983.46",4,2,,,3,1,,2,,
631,1,1,1,3,0,1,1,,37,female,0,2,2,,1,53,male,,"10,085.85",2,1,,,2,1,,2,,
632,0,0,0,0,0,0,1,,42,male,1,2,2,,1,24,male,,"1,977.82",1,2,,,4,1,,2,,
633,0,0,0,1,0,1,1,,30,male,1,3,3,,0,29,female,,"3,366.67",1,2,,,2,1,,2,,
634,1,1,1,0,0,1,0,,46,female,1,2,2,,0,40,male,,"7,173.36",1,3,,,4,3,,1,,
635,0,0,0,2,2,0,3,,44,female,1,2,2,,1,51,male,,"9,391.35",1,1,,,4,1,,1,,
636,1,1,1,0,2,1,0,,48,female,0,2,2,,1,64,male,,"14,410.93",2,3,,,4,4,,3,,
637,0,0,0,2,0,1,1,,49,female,0,1,1,,1,19,female,,"2,709.11",1,3,,,4,4,,3,,
638,0,0,0,0,2,3,1,,35,female,1,2,2,,1,35,female,,"24,915.05",3,2,,,4,4,,2,,
639,1,0,1,0,0,0,1,,30,male,1,2,4,,1,39,male,,"20,149.32",3,3,,,2,2,,1,,
640,0,0,0,3,0,3,2,,36,male,1,2,2,,1,56,male,,"12,949.16",2,3,,,3,2,,1,,
641,0,0,0,0,0,1,1,,49,female,1,1,1,,1,33,male,,"6,666.24",1,1,,,3,1,,1,,
642,1,0,1,0,0,1,0,,39,female,1,2,4,,1,42,male,,"32,787.46",4,2,,,4,3,,2,,
643,0,0,0,0,0,0,1,,52,male,1,4,4,,1,61,male,,"13,143.86",2,2,,,4,3,,3,,
644,0,0,0,1,0,2,5,,34,female,1,3,3,,1,23,female,,"4,466.62",1,2,,,2,1,,2,,
645,0,0,0,0,0,1,1,,58,male,1,3,3,,1,43,male,,"18,806.15",2,2,,,2,1,,2,,
646,0,0,0,1,0,1,0,,29,female,0,3,3,,1,48,male,,"10,141.14",2,1,,,3,1,,2,,
647,0,0,0,0,0,0,0,,55,male,1,3,3,,0,39,male,,"6,123.57",1,1,,,1,2,,3,,
648,0,0,0,1,0,1,1,,29,female,1,2,2,,1,40,female,,"8,252.28",1,2,,,4,1,,2,,
649,1,1,1,0,3,2,1,,58,male,1,3,3,,1,18,male,,"1,712.23",1,2,,,3,3,,1,,
650,0,0,0,0,0,1,0,,39,female,1,2,2,,0,58,female,,"12,430.95",2,1,,,1,3,,3,,
651,0,0,0,0,0,1,1,,44,female,1,3,3,,0,49,female,,"9,800.89",1,2,,,2,2,,3,,
652,0,0,0,2,0,2,3,,55,female,0,2,2,,1,53,female,,"10,579.71",2,2,,,2,1,,2,,
653,0,0,0,3,1,2,3,,45,female,0,3,3,,0,48,female,,"8,280.62",1,2,,,2,1,,2,,
654,0,0,0,1,0,0,1,,40,male,0,1,1,,1,45,female,,"8,527.53",1,1,,,2,1,,1,,
655,0,0,0,0,0,1,1,,46,male,0,4,4,,0,59,female,,"12,244.53",2,3,,,4,4,,2,,
656,1,0,1,0,0,3,0,,45,female,1,2,3,,1,52,female,,"24,667.42",3,3,,,4,2,,1,,
657,0,0,0,1,0,1,3,,31,female,1,1,1,,1,26,female,,"3,410.32",1,2,,,3,3,,2,,
658,0,0,0,0,2,3,2,,31,female,1,2,2,,1,27,male,,"4,058.71",1,2,,,1,4,,3,,
659,0,0,0,0,0,0,1,,37,female,1,3,3,,1,48,female,,"26,392.26",3,1,,,2,1,,2,,
660,0,0,0,2,0,2,1,,57,female,1,4,4,,1,57,female,,"14,394.40",2,2,,,2,1,,3,,
661,0,0,0,1,0,2,1,,35,female,0,3,3,,0,37,male,,"6,435.62",1,2,,,4,1,,1,,
662,0,0,0,0,0,1,1,,51,female,1,2,2,,1,57,female,,"22,192.44",3,1,,,4,3,,2,,
663,0,0,0,0,0,0,3,,48,male,1,2,2,,1,32,female,,"5,148.55",1,2,,,4,2,,2,,
664,0,0,0,3,1,2,1,,49,male,1,3,3,,0,18,male,,"1,136.40",1,3,,,2,4,,2,,
665,1,0,1,0,0,0,1,,49,female,1,1,1,,1,64,female,,"27,037.91",3,1,,,1,1,,1,,
666,1,0,1,0,0,1,0,,33,male,1,1,1,,1,43,male,,"42,560.43",4,3,,,4,3,,1,,
667,0,0,0,1,0,1,1,,42,female,1,2,2,,1,49,male,,"8,703.46",1,2,,,4,2,,2,,
668,1,0,1,1,0,2,1,,54,female,1,1,1,,0,40,female,,"40,003.33",4,3,,,1,5,,2,,
669,1,1,1,0,2,3,3,,42,female,1,2,4,,1,62,male,,"45,710.21",4,2,,,2,3,,3,,
670,0,0,0,1,1,1,1,,32,male,1,1,1,,1,40,female,,"6,500.24",1,3,,,2,1,,2,,
671,0,0,0,0,0,1,0,,35,female,0,2,2,,0,30,male,,"4,837.58",1,1,,,3,1,,3,,
672,0,0,0,2,0,1,1,,49,female,1,3,3,,0,29,female,,"3,943.60",1,1,,,2,2,,2,,
673,0,0,0,1,0,1,0,,49,male,0,1,1,,0,36,male,,"4,399.73",1,2,,,2,2,,3,,
674,0,0,0,0,0,0,0,,37,female,0,3,3,,1,41,female,,"6,185.32",1,1,,,3,1,,1,,
675,1,0,1,0,0,1,0,,35,female,1,1,1,,1,44,female,,"46,200.99",4,2,,,3,2,,2,,
676,0,0,0,0,3,0,1,,37,male,0,2,1,,0,45,male,,"7,222.79",1,2,,,2,1,,3,,
677,0,0,0,1,0,2,1,,47,female,1,4,4,,1,55,female,,"12,485.80",2,3,,,2,4,,1,,
678,1,1,1,2,1,1,0,,36,female,1,2,3,,1,60,male,,"46,130.53",4,3,,,4,3,,2,,
679,0,0,0,0,0,1,0,,45,male,1,2,2,,1,56,male,,"12,363.55",2,2,,,4,1,,3,,
680,0,0,0,0,0,1,1,,42,male,1,2,2,,1,49,female,,"10,156.78",2,2,,,2,1,,2,,
681,0,0,0,2,2,0,3,,32,male,0,2,2,,1,21,female,,"2,585.27",1,2,,,2,3,,2,,
682,0,0,0,0,0,1,0,,50,male,0,3,1,,0,19,male,,"1,242.26",1,3,,,1,1,,2,,
683,1,0,1,0,0,1,2,,48,female,1,1,1,,1,39,male,,"40,103.89",4,3,,,2,4,,2,,
684,0,0,0,0,0,1,2,,52,female,0,3,2,,1,53,male,,"9,863.47",1,2,,,2,2,,3,,
685,0,0,0,0,0,1,3,,35,female,0,3,1,,1,33,female,,"4,766.02",1,2,,,2,2,,3,,
686,0,0,0,0,0,1,2,,58,male,0,2,2,,1,53,male,,"11,244.38",2,1,,,2,4,,3,,
687,0,0,0,0,0,0,0,,29,female,1,3,1,,1,42,male,,"7,729.65",1,2,,,2,2,,3,,
688,0,0,0,1,0,1,1,,36,female,1,3,1,,0,40,male,,"5,438.75",1,3,,,2,2,,3,,
689,0,0,0,1,0,3,1,,56,male,0,2,2,,1,47,female,,"26,236.58",3,2,,,2,1,,1,,
690,1,1,1,3,0,3,0,,38,male,1,1,1,,1,27,male,,"34,806.47",4,3,,,2,2,,1,,
691,0,0,0,0,0,1,1,,47,male,1,3,3,,1,21,male,,"2,104.11",1,2,,,4,2,,2,,
692,0,0,0,0,0,1,1,,53,male,1,4,4,,1,47,male,,"8,068.19",1,2,,,1,5,,1,,
693,0,0,0,0,0,1,1,,34,female,1,3,3,,0,20,male,,"2,362.23",1,2,,,1,1,,2,,
694,0,0,0,0,0,1,0,,48,female,0,1,1,,1,24,male,,"2,352.97",1,3,,,1,1,,2,,
695,0,0,0,0,0,0,1,,51,male,0,2,2,,1,27,female,,"3,578.00",1,1,,,1,1,,1,,
696,0,0,0,0,0,1,1,,39,female,0,1,1,,1,26,female,,"3,201.25",1,3,,,2,1,,2,,
697,0,0,0,0,0,0,1,,36,female,0,3,3,,1,53,female,,"29,186.48",3,1,,,1,1,,2,,
698,1,1,1,2,0,0,0,,58,female,1,2,2,,1,41,male,,"40,273.65",4,2,,,3,2,,3,,
699,0,0,0,0,0,4,1,,40,male,0,1,1,,1,56,male,,"10,976.25",2,3,,,3,2,,1,,
700,0,0,0,0,0,0,0,,39,male,0,1,1,,0,23,female,,"3,500.61",1,1,,,2,1,,3,,
701,0,0,0,0,0,1,1,,59,male,0,1,1,,1,21,female,,"2,020.55",1,3,,,3,2,,2,,
702,0,0,0,0,0,0,1,,54,female,1,4,4,,0,50,female,,"9,541.70",1,2,,,2,3,,2,,
703,0,0,0,0,0,1,1,,54,male,1,4,4,,1,53,male,,"9,504.31",1,2,,,2,1,,1,,
704,0,0,0,1,0,1,2,,30,female,1,2,2,,1,34,female,,"5,385.34",1,1,,,1,4,,3,,
705,1,1,1,2,0,1,1,,49,male,0,3,1,,0,47,female,,"8,930.93",1,3,,,2,1,,3,,
706,0,0,0,0,0,1,0,,35,female,1,2,2,,0,33,female,,"5,375.04",1,2,,,3,2,,3,,
707,1,0,1,0,0,5,0,,50,male,1,2,2,,0,51,female,,"44,400.41",4,3,,,4,1,,2,,
708,0,0,0,2,0,0,1,,50,male,1,4,4,,1,49,male,,"10,264.44",2,2,,,3,2,,3,,
709,1,1,1,2,0,1,0,,51,female,1,3,1,,1,31,female,,"6,113.23",1,3,,,4,2,,2,,
710,0,0,0,0,0,1,3,,48,male,1,3,3,,1,36,female,,"5,469.01",1,1,,,4,1,,3,,
711,0,0,0,1,1,2,3,,34,male,1,3,3,,1,18,male,,"1,727.54",1,3,,,2,1,,2,,
712,0,0,0,0,0,1,3,,55,female,1,2,2,,1,50,female,,"10,107.22",2,2,,,4,4,,3,,
713,0,0,0,0,2,1,2,,36,male,1,2,2,,0,43,female,,"8,310.84",1,1,,,4,2,,2,,
714,0,0,0,0,3,1,1,,38,male,0,3,3,,1,20,male,,"1,984.45",1,1,,,2,2,,1,,
715,0,0,0,1,0,1,2,,44,female,1,4,4,,1,24,female,,"2,457.50",1,1,,,2,3,,1,,
716,0,0,0,2,0,3,2,,34,female,1,2,2,,1,60,male,,"12,146.97",2,2,,,1,3,,1,,
717,0,0,0,2,1,0,2,,43,female,0,2,2,,1,49,female,,"9,566.99",1,2,,,3,2,,3,,
718,0,0,0,0,0,0,0,,54,female,0,2,2,,0,60,male,,"13,112.60",2,2,,,2,3,,3,,
719,0,0,0,0,3,4,3,,31,female,0,2,2,,1,51,female,,"10,848.13",2,1,,,4,2,,3,,
720,0,0,0,0,0,1,1,,36,female,0,1,1,,1,58,female,,"12,231.61",2,3,,,4,5,,1,,
721,0,0,0,0,4,2,3,,45,female,1,4,4,,1,51,female,,"9,875.68",1,1,,,1,1,,2,,
722,0,0,0,0,0,1,0,,48,male,1,3,3,,1,53,male,,"11,264.54",2,3,,,4,4,,3,,
